Article Content,Category
"
2. A WRITTEN STATEMENT TO THE DEPARTMENT OF TRANSPORTATION ACKNOWLEDGING ALL OF THE FOLLOWING:
",Bill Resource
"
(A) WHEN REQUIRED BY FEDERAL LAW, THE FULLY AUTONOMOUS VEHICLE IS EQUIPPED WITH AN AUTOMATED DRIVING SYSTEM THAT IS IN COMPLIANCE WITH ALL APPLICABLE FEDERAL LAWS AND FEDERAL MOTOR VEHICLE SAFETY STANDARDS AND BEARS THE REQUIRED CERTIFICATION LABELS INCLUDING REFERENCE TO ANY EXEMPTION GRANTED BY THE NATIONAL HIGHWAY TRAFFIC SAFETY ADMINISTRATION UNDER APPLICABLE FEDERAL LAW.
",Bill Resource
"
(B) IF A FAILURE OF THE AUTOMATED DRIVING SYSTEM OCCURS THAT RENDERS THAT SYSTEM UNABLE TO PERFORM THE ENTIRE DYNAMIC DRIVING TASK RELEVANT TO ITS INTENDED OPERATIONAL DESIGN DOMAIN, THE FULLY AUTONOMOUS VEHICLE WILL ACHIEVE A MINIMAL RISK CONDITION.
",Bill Resource
"
(C) THE FULLY AUTONOMOUS VEHICLE IS CAPABLE OF COMPLYING WITH ALL APPLICABLE TRAFFIC AND MOTOR VEHICLE SAFETY LAWS OF THIS STATE AND THE PERSON WHO SUBMITS THE WRITTEN STATEMENT FOR THE FULLY AUTONOMOUS VEHICLE MAY BE ISSUED A TRAFFIC CITATION OR OTHER APPLICABLE PENALTY IF THE VEHICLE FAILS TO COMPLY WITH TRAFFIC OR MOTOR VEHICLE LAWS.
",Bill Resource
"
(D) THE FULLY AUTONOMOUS VEHICLE MEETS ALL APPLICABLE CERTIFICATE OF TITLE, REGISTRATION, LICENSING AND INSURANCE REQUIREMENTS OF THIS TITLE.
",Bill Resource
"
D. IF A PERSON FAILS TO SUBMIT A LAW ENFORCEMENT INTERACTION PLAN OR STATEMENT PRESCRIBED BY SUBSECTION C OF THIS SECTION, THE DEPARTMENT MAY IMMEDIATELY ISSUE A CEASE AND DESIST LETTER PROHIBITING THE OPERATION OF A FULLY AUTONOMOUS VEHICLE ON PUBLIC ROADS OF THIS STATE UNTIL THE PERSON SUBMITS THE LAW ENFORCEMENT INTERACTION PLAN AND STATEMENT.
",Bill Resource
"
E. WHEN ENGAGED, THE AUTOMATED DRIVING SYSTEM IS CONSIDERED THE DRIVER OR OPERATOR OF THE AUTONOMOUS VEHICLE FOR THE PURPOSE OF ASSESSING COMPLIANCE WITH APPLICABLE TRAFFIC OR MOTOR VEHICLE LAWS AND IS BOTH:
",Bill Resource
"
1. DEEMED TO SATISFY ELECTRONICALLY ALL PHYSICAL ACTS REQUIRED BY A DRIVER OR OPERATOR OF THE VEHICLE.
",Bill Resource
"
2. EXEMPT FROM THE REQUIREMENTS OF CHAPTER 8 OF THIS TITLE.
",Bill Resource
"
F. NOTWITHSTANDING ANY OTHER LAW, A LICENSED HUMAN DRIVER IS NOT REQUIRED TO OPERATE A FULLY AUTONOMOUS VEHICLE THAT IS OPERATED IN COMPLIANCE WITH THIS CHAPTER.
",Bill Resource
"
G. THIS CHAPTER DOES NOT PROHIBIT OR RESTRICT A LICENSED HUMAN DRIVER FROM DRIVING A FULLY AUTONOMOUS VEHICLE EQUIPPED WITH CONTROLS THAT ALLOW FOR THE HUMAN DRIVER TO CONTROL ALL OR PART OF THE DYNAMIC DRIVING TASK.
",Bill Resource
"
28-9603. Department of public safety; law enforcement protocols; law enforcement interaction plan

",Bill Resource
"
THE DEPARTMENT OF PUBLIC SAFETY, IN COORDINATION WITH OTHER RELEVANT LAW ENFORCEMENT AGENCIES, SHALL MAINTAIN A LAW ENFORCEMENT PROTOCOL FOR FULLY AUTONOMOUS VEHICLES. THE PROTOCOL SHALL INCLUDE GUIDELINES FOR PERSONS WHO OPERATE FULLY AUTONOMOUS VEHICLES TO PROVIDE INFORMATION TO LAW ENFORCEMENT AGENCIES AND OTHER FIRST RESPONDERS ON HOW TO INTERACT WITH FULLY AUTONOMOUS VEHICLES IN EMERGENCY AND TRAFFIC ENFORCEMENT SITUATIONS, INCLUDING HOW TO PROVIDE CONTACT INFORMATION FOR INSURANCE AND CITATION PURPOSES AND ANY OTHER INFORMATION NEEDED TO ENSURE THE SAFE OPERATION OF FULLY AUTONOMOUS VEHICLES IN THIS STATE. THE DEPARTMENT OF PUBLIC SAFETY MAY ISSUE A REVISED LAW ENFORCEMENT PROTOCOL AFTER PROVIDING ADVANCE NOTICE TO AND AN OPPORTUNITY FOR COMMENT FROM PERSONS THAT HAVE SUBMITTED STATEMENTS PURSUANT TO SECTION 28-9602, SUBSECTION C, PARAGRAPH 2.
",Bill Resource
"
28-9604. On-demand autonomous vehicle networks

",Bill Resource
"
AN ON-DEMAND AUTONOMOUS VEHICLE NETWORK MAY OPERATE PURSUANT TO CHAPTER 30, ARTICLE 3 OF THIS TITLE EXCEPT THAT ANY PROVISION OF CHAPTER 30, ARTICLE 3 OF THIS TITLE THAT BY ITS NATURE REASONABLY APPLIES ONLY TO A HUMAN DRIVER DOES NOT APPLY TO A FULLY AUTONOMOUS VEHICLE OPERATING WITH THE AUTOMATED DRIVING SYSTEM ENGAGED WHILE LOGGED ON TO AN ON-DEMAND AUTONOMOUS VEHICLE NETWORK.
",Bill Resource
"
28-9605. Commercial motor vehicles

",Bill Resource
"
A FULLY AUTONOMOUS VEHICLE THAT IS ALSO A COMMERCIAL MOTOR VEHICLE AS DEFINED IN SECTION 28-5201 MAY OPERATE PURSUANT TO STATE LAWS GOVERNING THE OPERATION OF COMMERCIAL MOTOR VEHICLES, EXCEPT THAT ANY PROVISION THAT BY ITS NATURE REASONABLY APPLIES ONLY TO A HUMAN DRIVER DOES NOT APPLY TO A FULLY AUTONOMOUS COMMERCIAL MOTOR VEHICLE OPERATING WITH THE AUTOMATED DRIVING SYSTEM ENGAGED.
",Bill Resource
"
28-9606. Autonomous vehicles; fees prohibited; exceptions; enforcement

",Bill Resource
"
A. A COUNTY, CITY OR TOWN MAY NOT IMPOSE ANY TAX, FEE, FOR-HIRE VEHICLE REQUIREMENT OR OTHER REQUIREMENT ON AUTOMATED DRIVING SYSTEMS OR AUTONOMOUS VEHICLES OR ON A PERSON WHO OPERATES AN AUTONOMOUS VEHICLE, INCLUDING A PERSON WHO OPERATES AN AUTONOMOUS VEHICLE FOR PURPOSES OF PROVIDING PASSENGER TRANSPORTATION, FREIGHT TRANSPORTATION, GOODS DELIVERY SERVICES OR AN ON-DEMAND AUTONOMOUS VEHICLE NETWORK.
",Bill Resource
"
B. SUBSECTION A OF THIS SECTION DOES NOT PROHIBIT EITHER:
",Bill Resource
"
1. AN AIRPORT OPERATOR THAT OPERATES A PUBLIC AIRPORT PURSUANT TO SECTION 28-8421, 28-8423 OR 28-8424 OR A PUBLIC BODY OPERATING A PUBLIC AIRPORT FROM CHARGING REASONABLE FEES CONSISTENT WITH ANY FEES CHARGED TO COMPANIES THAT PROVIDE SIMILAR SERVICES AT THAT AIRPORT FOR THEIR USE OF THE AIRPORT'S FACILITIES.
",Bill Resource
"
2. AN AIRPORT FROM DESIGNATING LOCATIONS FOR STAGING, PICKUP OR OTHER SIMILAR OPERATIONS AT THE AIRPORT.
",Bill Resource
"
C. THE DEPARTMENT OF TRANSPORTATION AND THE DEPARTMENT OF PUBLIC SAFETY ARE THE ONLY STATE AGENCIES THAT MAY IMPLEMENT OR ENFORCE THIS CHAPTER, EXCEPT THAT NEITHER AGENCY MAY PRESCRIBE PROCEDURES OR RULES THAT ARE UNREASONABLE OR UNDULY BURDENSOME.
",Bill Resource
"
28-9607. Traffic or motor vehicle laws; autonomous vehicles

",Bill Resource
"
EXCEPT AS OTHERWISE PROVIDED BY THIS CHAPTER, A TRAFFIC OR MOTOR VEHICLE LAW OF THIS STATE MAY NOT PROHIBIT THE OPERATION OF AN AUTONOMOUS VEHICLE OR REQUIRE A HUMAN DRIVER TO OPERATE A FULLY AUTONOMOUS VEHICLE WITH THE AUTOMATED DRIVING SYSTEM ENGAGED, IF THE FULLY AUTONOMOUS VEHICLE IS OPERATED IN COMPLIANCE WITH THIS CHAPTER.
",Bill Resource
"
28-9608. Enforcement

",Bill Resource
"
A. EXCEPT AS PROVIDED IN SECTION 28-9602 AND SUBSECTION G OF THIS SECTION, THIS SECTION PROVIDES THE EXCLUSIVE MEANS BY WHICH THE DEPARTMENT MAY:
",Bill Resource
"
1. SUSPEND, REVOKE OR CANCEL THE REGISTRATION OF AN AUTONOMOUS VEHICLE FOR REASONS RELATED TO SAFETY.
",Bill Resource
"
2. OTHERWISE RESTRICT THE OPERATION OF AN AUTONOMOUS VEHICLE FOR REASONS RELATED TO SAFETY.
",Bill Resource
"
B. IF THE DEPARTMENT HAS INFORMATION, DATA OR OTHER EVIDENCE INDICATING THAT AN AUTONOMOUS VEHICLE IS LIKELY NOT IN SAFE MECHANICAL CONDITION AND LIKELY TO ENDANGER PERSONS ON THE HIGHWAY, THE DEPARTMENT MAY ISSUE A REQUEST FOR RELEVANT INFORMATION TO THE OWNER AND THE PERSON WHO SUBMITTED THE STATEMENT REQUIRED BY SECTION 28-9602 FOR THE AUTONOMOUS VEHICLE.
",Bill Resource
"
C. THE OWNER OR THE PERSON WHO SUBMITTED THE STATEMENT REQUIRED BY 28-9602 SHALL RESPOND TO A REQUEST FOR INFORMATION SUBMITTED UNDER SUBSECTION B OF THIS SECTION WITHIN A REASONABLE TIME SPECIFIED BY THE DEPARTMENT. THE RESPONSE MAY BE IN THE FORM OF DOCUMENTS, A MEETING WITH THE DEPARTMENT, A DEMONSTRATION OR ANY OTHER REASONABLE FORM OR COMBINATION OF FORMS.
",Bill Resource
"
D. AFTER CONSIDERING AND EVALUATING ALL RESPONSES PROVIDED PURSUANT TO SUBSECTIONS B AND C OF THIS SECTION, IF THE DEPARTMENT DETERMINES BASED ON DATA, INFORMATION OR OTHER EVIDENCE THAT AN AUTONOMOUS VEHICLE IS NOT IN SAFE MECHANICAL CONDITION AND ENDANGERS PERSONS ON THE HIGHWAY, THE DEPARTMENT MAY SEND THE VEHICLE OWNER AND THE PERSON WHO SUBMITTED THE STATEMENT REQUIRED BY SECTION 28-9602 FOR THE AUTONOMOUS VEHICLE A NOTICE OF INTENT TO SUSPEND THE REGISTRATION OR IMPOSE RESTRICTIONS ON THE OPERATION OF THE AUTONOMOUS VEHICLE. THE NOTICE SHALL INCLUDE:
",Bill Resource
"
1. A DESCRIPTION OF THE DEPARTMENT'S REASONS AND EVIDENCE SUPPORTING THE DETERMINATION.
",Bill Resource
"
2. A STATEMENT THAT A CERTIFICATION OF CORRECTION OR ADJUSTMENT SHALL BE SUBMITTED WITHIN A SPECIFIED TIME AND THAT THE CERTIFICATION SHALL INCLUDE AN EXPLANATION OF HOW THE ISSUES IDENTIFIED BY THE DEPARTMENT IN THE NOTICE HAVE BEEN ADDRESSED, SUCH AS IDENTIFYING ADJUSTMENTS MADE TO THE AUTOMATED DRIVING SYSTEM OR OPERATIONAL MEASURES IMPLEMENTED.
",Bill Resource
